text,aspect_term,from,to,polarity
The i5 blows my desktop out of the water when it comes to rendering videos.,i5,4,6,-1
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software,41,59,0
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,63,71,0
"Am very glad I bought it, great netbook, low price.",price,45,50,1
The Apple team also assists you very nicely when choosing which computer is right for you :),Apple team,4,14,1
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,50,55,-1
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,68,73,-1
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,211,227,0
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,152,157,-1
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,4,14,-1
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,153,158,1
"Fan vents to the side, so no cooling pad needed, great feature!",Fan,0,3,1
"Fan vents to the side, so no cooling pad needed, great feature!",cooling pad,29,40,0
"Fan vents to the side, so no cooling pad needed, great feature!",feature,55,62,1
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,38,46,1
Wasted me at least 8 hours of installation time.,installation time,30,47,-1
"It has far exceeded my expectations for power, storage, and abilitiy.",power,40,45,1
"It has far exceeded my expectations for power, storage, and abilitiy.",storage,47,54,1
"It has far exceeded my expectations for power, storage, and abilitiy.",abilitiy,60,68,1
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",spotlight search,23,39,1
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature,8,15,1
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,3,18,-1
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,39,48,0
I am enjoying it and the quality it provides is great!,quality,25,32,1
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",battery life,63,75,1
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",speed,88,93,1
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,4,6,1
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,132,134,1
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,0,6,1
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",program,35,42,1
Mac is not made for gaming.,gaming,20,26,-1
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery,92,99,-1
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",Apple support,17,30,1
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,139,144,1
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,55,75,-1
I need graphic power to run my Adobe Creative apps efficiently.,graphic power,7,20,0
I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,31,50,0
the programs are esay to use and are quick to process this computer works like a charm.,programs,4,12,1
the programs are esay to use and are quick to process this computer works like a charm.,use,25,28,1
The materials that came with the computer did not include the right # anywhere.,materials,4,13,-1
It does not even have the software to play a dvd now.,software,26,34,-1
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,0,12,1
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,46,58,-1
HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,13,25,-1
Sells for the same as a netbook without sacrificing size.,size,52,56,1
"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty,88,96,0
"Windows XP SP2 caused many problems on the computer, so I had to remove it.",Windows XP SP2,0,14,-1
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Windows 7 Ultimate,16,34,-1
